source_code_description,concept_name
SUBMARINE RAPIDO PTA BALLOON CATHETER SMALL 2-5 MM POLYAMIDE 12 INVATEC S.P.A ,Peripheral angioplasty balloon catheter
POWERFLEX P3 PTA BALLOON DILATATION CATHETER SMALL,Balloon dilatation catheter
" AMIIA RAPID EXCHANGE BALLOON CATHETER SMALL 2-5MM NYLON 12 CORDIS EUROPA N.V., A JOHNSON JOHNSON COMPANY ",Peripheral angioplasty balloon catheter
AVIATOR PLUS PTA BALLOON DILATATION CATHETER SMALL 2-5 MM POLYMADE 12 CORDIS EUROPA N.V. ,Balloon dilatation catheter
ADMIRAL XTREME PTA BALLOON CATHETER MIDDLE 6-12 MM POLYAMIDE 12 INVATEC S.P.A ,Peripheral angioplasty balloon catheter
OPTI-PLAST PTA CATHETER MIDDLE 6-12 MM NYLON PEBAX GLISSANDO VAS-CATH ,Peripheral angioplasty balloon catheter
ULTRATHIN BALLOON DILATATION CATHETER 9MMx4CM,Balloon dilatation catheter
POWER FLEX PLUS PTA BALLOON CATHETER MIDDLE 6-12 MM DURALYN CORDIS ,Peripheral angioplasty balloon catheter
MUSTANG BALLOON DILATATION CATHETER MIDDLE 6-12 MM PEBAX BOSTON SCIENTIFIC CORPORATION ,Peripheral angioplasty balloon catheter
ULTRA THIN DIAMOND PTA BALLOON CATHETER MIDDLE 6-12 MM POLY ARMOR MEDI-TECH ,Peripheral angioplasty balloon catheter
EVERCROSS PTA BALLOON CATH M 6-12MM ,Balloon dilatation catheter
RIDER PTA BALLOON CATHETER MIDDLE,Angioplasty balloon catheter
POWERFLEX EXTREME PTA BALLOON CATHETER MIDDLE 6-12 MM DURALYN CORDIS ,Peripheral angioplasty balloon catheter
MAXI LD PTA BALLOON CATHETER LARGE 13MM DURALYN CORDIS ,Intra-aortic balloon catheter
ATLAS PTA BALLOON CATH LARGE 13MM ,Balloon dilatation catheter
MUSTANG BALLOON DILATATION CATHETER SMALL 2-5 MM ,Balloon dilatation catheter
SYNERGY BALLOON CATH MIDDLE,Balloon dilatation catheter
PTCA BALLOON CATHETER LARUS -3.5 DIAMETER,Coronary angioplasty balloon catheter
OCCAM NERO PTCA BALLOON CATHETER POLYETHYLENE OCCAM ,Coronary angioplasty balloon catheter
J-BALLOON CATHETER,Coronary angioplasty balloon catheter
ADANTE PTCA BALLOON CATHETER PEBAX POLYETHYLENE SCIMED ,Coronary angioplasty balloon catheter
PTCA balloon cardiotec ,Coronary angioplasty balloon catheter
" ENDO PROBE 10562,10547 ",Laser probe
I.O.L 6.0MM 604A,Intraocular lens implant
I.O.L 6.5MM 720A,Intraocular lens implant
" I.O.L XP60A,XP-50B,XP-50C,XP-55B,XP-55C ",Intraocular lens implant
Aqua Sense ,Intraocular lens implant
BIOVUE HYDROXYETHYL METHACRYLATE METHYL METHACRYLATE HEPARIN COATING OPHTHALMIC INNOVATIONS INTERNATIONAL UK LIMITED ,Intraocular lens implant
ACRYSOF NATURAL IOL SN60AT,Intraocular lens implant
I.O.L CENTER RELEX 570H HYDROPHALLIC ACRYLIC RAYNER ,Intraocular lens implant
RAYNER ASPHERIC LENS RAYACRYL RAYNER INTRAOCULAR LENSES LIMITED ,Intraocular lens implant
ACRYSOF ASPHERIC NATURAL IQ SN60WF ,Intraocular lens implant
" CT ASPHINA 509M 2-ETHOXY ETHYLMETHACRYLATE EOEMA , 2-HYDROXYETHYLMETHACRYLATE 2-HEMACROSS LINKER CARL ZEISS MEDITEC AG ",Intraocular lens implant
OSSICULAR RECONSTRUCTION PARTIAL 11-56361,Partial ossicular replacement prosthesis
" HYDROXYAPATITE HYDROXYAPATITE MEDTRONIC XOMED, INC ",Total ossicular replacement prosthesis
MEROCEL 400406,Packing material
NASAL SPLINT SILICONE BOSTON MEDICAL PRODUCTS INC ,Intranasal splint
TING EXTERNAL NASAL SPLINT,External nasal splint
EXTERNAL NASAL SPLINT POLYETHYLENE ALLUMINIUM PVC SPIGGLE THEIS MEDIZINTECHNIK ,External nasal splint
VENA CAVA FILTER BIRD S NEST,Vena cava filter
TRAPEASE VENA CAVA FILTER,Vena cava filter
PERCUFIEX CATHETER CUFF KIT PVC BOSTON SCIENTIFIC ,Catheter accessories
" Multi Band Ligator MBL-4,6,10 ",Band ligator
bard endoscopic ligator,Endotherapy ligator
PNEUMO-ACTIVE EVL DEVICE EVL BAND MD48709,Ligator
SCLEROSING NEEDLE 20G ,Endotherapy needle
" INJECTION NEEDLE STAINLESS STEEL, POLYETHYLENE WILSON INSTRUMENTS SHA CO., LTD "," Needle, sterile, any size, each "
IT KNIFE 2 STAINLESS STEEL OLYMPUS MEDICAL SYSTEMS CORPORATION ," Endoscopic electrosurgical electrode, monopolar, single-use "
TARGET DETACHABLE COILS,Neurovascular embolization coil
PRESIDIO SPHERICAL CERECYTE COIL PLATINUM TUNGSTEN MICRUS ENDOVASCULAR CORPORATION ,Neurovascular embolization coil
AXIUM DETACHABLE COIL SYSTEM,Neurovascular embolization coil
 E JUNGSUNG MEDICAL ," Angiographic catheter, single-use "
YASHIRO VISCERAL CATHETER," Angiographic catheter, single-use "
ALVISION CARDIOVASCULAR ANGIOGRAPHIC CATHETER POLYAMIDE ALVIMEDICA ," Angiographic catheter, single-use "
STRAIGHT VISCERAL CATHETER 5.0-38-85-STI," Angiographic catheter, single-use "
OUTLOOK CATHETER," Angiographic catheter, single-use "
XXL BALLOON DILATATION CATHETER M001145500M001145510M001145520M001145530M001145540M001145550M001145560M001145570M001145580M001145590 BOSTON SCIENTIFIC IRELAND LIMITED ,Balloon dilatation catheter
CRE WIREGUIDED BALLOON DILATATION CATHETER,Gastrointestinal balloon catheter
MULTI SIDEPORT INFUSION CATHETER MCIS,Peripheral coronary vascular infusion catheter
ARROW-TREROTOLA PTD ACCESSORY KIT POLYETHER BLOCK AMIDE ARROW ,Vessel embolectomy thrombectomy system
MANOMETRIC PH PROBE SINGLE-USE ,Esophageal water-perfused manometric catheter
BILIARY DRAINAGE CATHETER-ULTRATHANE WITH RADIOPAQ,Drainage biliary catheter
DAWSON-MUELLER TONG DRAINAGE CATHETER POLYETHER-URETHANE TUBING WITH PLATINUM COOK ," Catheter, drainage "
MINI-PIGTAIL DRAINAGE CATHETER UREFLEX POLYVINYLPYRROLIDONE URESIL L.L.C ," Catheter, drainage "
NEPHROSTOMY BALLOON SILICONE CATHETER SILICONE YU-SHIN ," Indwelling catheter, foley type, two-way, all silicone, each "
ESOPHAGEAL PROBE 6MM SILICONE RUBBER DELTEX MEDICAL ,Esophageal stethoscope
ULTRATHIN BALLOON DILATATION CATH 4MMx4CM,Balloon dilatation catheter
NANOCROSS PTA BALLOON CATH S 2-5MM ,Balloon dilatation catheter
LAUNCHER GUIDE CATHETER,Coronary artery guide catheter
HEARTRAIL- POLYESTER ELASTOMER STAINLESS STEEL TERUMO CORPORATION ,Coronary artery guide catheter
GUIDER SOFTIP GUIDING CATHETER,Intravascular guiding catheter
ARROW SUPER FLEX SHEATH 100CM,Intravascular guiding catheter
CHAPERON GUIDING CATHETER,Intravascular guiding catheter
INFUSION CATHETER TRACKER-18 3.0 2.7-150 18,Intravascular microflow catheter
" HEADWAY 17 ADVANCED CATHETER POLYETHER BLOCK AMIDE COPOLYMER MICROVENTION,INC ",Intravascular microflow catheter
GT LEGGIERO POLYAMIDE TERUMO ," Angiographic catheter, single-use "
JAMIRO MICRO CATHETER,Intravascular microflow catheter
UROMAX ULTRA BALLOON DILATATION CATHETER NYLON PET BOSTON SCIENTIFIC CORPORATION ,Ureteral dilatation catheter
UROMAX II BALLOON CATH,Ureteral dilatation catheter
URETERAL DILATOR BALLOON SET 7Fr. 65CM,Ureteral dilatation catheter
PASSPORT BALLOON DILATATION CATHETER,Ureteral dilatation catheter
UPJ Occlusion Balloon Catheter,Ureteropelvic balloon catheter
RETRIVAL BALLOON,Balloon dilatation catheter
ARROW CVP 2-LUMEN 7FR,Central venous catheter
ABLE CENTRAL VENOUS CATHETER DUBLE,Central venous catheter
PRIME-S CVC SET DOUBLE 7FR,Central venous catheter
CVP CATHETER SPECTRUM DOUBLE,Central venous catheter
" SPECTRUM GLIDE CVC TRIPLE POLYURETHANE MINOCYCLINE,RIFAMPIN COOK INC ",Triple lumen catheter
Gard Blue Triple CVC,Central venous catheter
ARROW GARD BLUE PLUS QUAD-LUMEN CVC QUAD POLYURETHANE POLYMER ARROW INTERNATIONAL INC ,Quadruple lumen catheter
" PRIME-S CVC SET SINGLE POLYURETHANE, BARIUM SULFATE, SILVER POWDER SUNG WON MEDICAL ",Central venous catheter
LOGICAL MONITORING KIT DOUBLE - SMITHS MEDICAL ," Patient monitoring system module, blood pressure, invasive "
AUTOTRANSDUCER DOUBLE,Invasive blood pressure monitor
AUTOTRANSDUCER TRIPLE,Invasive blood pressure monitor
" FOGARTY THRU-LUMEN EMBOLECTOMY CATHETER PVC, EDWARDS LIFESCIENCES TECHNOLOGY SARL ",Fogarty catheter
BROVIAC CATHETER 4.2FR,Tunneled central venous catheter
" VAXCEL PLUS CHRONIC DIALYSIS CATHETER DOUBLE LUMEN CARBONTHANE,POLYESTER NAVILYST MEDICAL INC. USA ",Hemodialysis and or central venous catheterization kit
HEMO-CATH SILICONE DUAL LUMEN CATHETER DOUBLE LUMEN SILICONE MEDICAL COMPONENTS ," Hemodialysis catheter, implantable "
PERMCATH TAL-PALINDROME CATHETER 40CM,Tunneled central venous catheter
Opti0Flow Catheter Double Lumen,Tunneled central venous catheter
" HEALTH PORT TIT,ARTERY ",Central venous catheter
TITANIUM PORT GROSHONG CATHETER,Central venous catheter
HEALTHPORT VEIN SINGLE PORT TITANIUM PLAN 1 HEALTH S.R.L ,Implantable venous access port
VORTEX VASCULAR ACCESS PORT WITH INTRODUCER,Central venous catheter
CELSITE VENOUS ACCESS PORT,Central venous catheter
X-PORT ISP SINGLE PORT POLYACETAL CHRONOFLEX BARD ,Implantable venous access port
HUMAN PORT 8Fr 24.0 IP-02 0560 ,Central venous catheter
TUNNELER,Catheter tunneler
Tunneling Device,Catheter tunneler
HICKMAN TRIPLE CATHETER TRIPLE LUMEN - BARD ,Triple lumen catheter
" VAXCEL PICC WITH PASV VALVE W GUIDE WIRE SINGLE CARBOTHANE,STAINLESS STEEL NAVILYST MEDICAL INC. USA ",Peripherally-inserted central venous catheterization support kit
SILICON CATHETER W OBTURATOR DOUBLE SILICONE COOK ,Peripherally-inserted central venous catheterization support kit
SINGLE LUMEN PICC CATHETER WITH OBTURATOR SINGLE SILICONE COOK ,Peripherally-inserted central venous catheterization support kit
PREMICATH 27G,Peripherally inserted central catheter
L-CATH LUTHER CATHETER SYSTEM ,Peripherally inserted central catheter
" VAXCEL PICC WITH PASV VALVE W GUIDE WIRE DOUBLE CARBOTHANE,STAINLESS STEEL NAVILYST MEDICAL INC. USA ",Peripherally-inserted central venous catheterization support kit
NCV CATHETER 2Lumen-29G,Peripherally inserted central catheter
PREMI CATHETER SINGLE POLYURETHANE VYGON GMBH ,Peripheral intravenous catheter
HUMAN CATHETER DOUBLE DOUBLE PUR POLYURETHANE IN SUNG ,Peripherally inserted central catheter
" POWER INJECTABLE PRO-PICC CATHETER SINGLE POLYURETHANE MEDCOMP,INC ",Peripherally inserted central catheter
POWER PICC DL POLYURETHANE BARD REYNOSA S.A. DE C.V. ,Peripherally inserted central catheter
" POWER INJECTABLE PRO-PICC CATHETER TRIPLE POLYURETHANE MEDCOMP,INC ",Peripherally inserted central catheter
ACCUMATE RESERVOIR BAG POLYVINYL CHLORIDE WOO-YOUNG MEDICAL ,Patient-controlled analgesia infusion pump
AUTOMED PCA BAG POLYURETHANE ACE MEDICAL ,Patient-controlled analgesia infusion pump
" PAINSTOP BAG TPU, ABS, HDPE UNIMEDICS ",Patient-controlled analgesia infusion pump
AUTOMED PCA TUBING SET LINE PVC ACE MEDICAL ,Patient-controlled analgesia electric infusion pump administration set
APM LINE PLASTIC HOSPIRA ,Patient-controlled analgesia electric infusion pump administration set
" PCA-L1100 POLYCARBONATE,PVC WOO-YOUNG MEDICAL ",Patient-controlled analgesia electric infusion pump administration set
GEMSTAR LINE PVC HOSPIRA COSTA RICA LTD ,Patient-controlled analgesia electric infusion pump administration set
HOMEPUMP NATURAL RUBBER I-FLOW ,Elastomeric infusion pump system
INFUSOR LV5,Infusion pump
INFUSER BASAL BOLUS BAXTER ,Elastomeric infusion pump system
DISPOSABLE INFUSION PUMP AUTOMED 3200 100ML ,Patient-controlled analgesia infusion pump
AUTOSELECTOR PCA 275ML,Patient-controlled analgesia infusion pump
ANAPA AC1020,Infusion pump
EPIDURAL SET POLYURETHANE ARROW ,Epidural anesthesia kit
" PERIFIX EPIDURAL SET POLYAMIDE,STAINLESS STEEL B.BRAUN MELSUNGEN AG ",Epidural anesthesia kit
" EPIDURAL SET NYLON,STAINLESS STEEL INSUNG ",Epidural anesthesia kit
MAVERICK PTCA DILATATION CATHETER,Coronary angioplasty balloon catheter
" SAPPHIRE CORONARY DILATATION CATHETER PEBAX,SILICONE,HYDROPHILIC ORBUSNEICH MEDICAL,B.V. ",Coronary angioplasty balloon catheter
QUANTUM MAVERICK PTCA BALLOON CATH,Coronary angioplasty balloon catheter
GENOSS PTCA BALLOON CATHETER,Coronary angioplasty balloon catheter
PTCA TAMARIN CATHETER POLYAMIDE NATEC MEDICAL LTD ,Coronary angioplasty balloon catheter
SUPERCROSS BALLOON CATH,Coronary angioplasty balloon catheter
CROSS SAIL CORONARY DILATATION CATHETER S-CELON ABBOTT VASCULAR CARDIAC THERAPIES ,Coronary angioplasty balloon catheter
NC TREK RX CORONARY DILATATION CATHETER POLYAMIDE ELASTOMER ABBOTT VASCULAR ,Coronary angioplasty balloon catheter
" AVITA NM CORONARY DILATATION CATHETER P PEBAX NEICH MEDICAL SHENZHEN CO., LTD ",Coronary angioplasty balloon catheter
LACROSSE CORONARY DILATATION CATHETER,Coronary angioplasty balloon catheter
KANEKA RX CATHETER STAINLESS STEEL NYLON 12 COPOLYMER KANEKA MEDIX CORP ,Coronary angioplasty balloon catheter
VOYAGER NC CORONARY DILATATION CATHETER PEBAX POLYETHYELNE ABBOTT VASCULAR CARDIAC THERAPIES ,Imaging coronary angioplasty balloon catheter
" PANTERA PTCA BALLOON CATHETER POLYETHER BLOCK AMIDE,HYDROPHOBIC COATING,HYDROPHILIC COATING BIOTRONIK AG ",Coronary angioplasty balloon catheter
FORTIS CATHETER KANEKA ,Coronary angioplasty balloon catheter
SPRINTER PTCA BALLOON CATHETER,Coronary angioplasty balloon catheter
RYUJIN BALLOON TERUMO ,Coronary angioplasty balloon catheter
FIRE STAR PTCA DILATATION CATHETER,Coronary angioplasty balloon catheter
IKAZUCHI REV,Coronary angioplasty balloon catheter
SPRINTER LEGEND BALLOON CATHETER,Coronary angioplasty balloon catheter
DURA STAR PTCA DILATATION CATH,Coronary angioplasty balloon catheter
" MOZEC RX PTCA BALLOON DILATATION CATHETER POLYAMIDE, HYDROPHILIC MERIL LIFE SCIENCES PVT. LTD ",Coronary angioplasty balloon catheter
MULTIPURPOSE TRIGUIDE-LITE SCIMED,Coronary artery guide catheter
ZUMA PTCA G C JR ,Coronary artery guide catheter
FLEXOR GUIDING SHEATH WITH CHECK-FLO VALVE COOK ,Intravascular guiding catheter
SHUTTLE SHEATH,Intravascular guiding catheter
" SHERPA GUIDE CATHETER HDPE,PEBAX,NYLON MEDTRONIC VASCULAR ",Coronary artery guide catheter
REBAR REINFORCED MICRO CATHETER 150CM POLYESTER TEFLON COATING MICRO THERAPEUTICS ,Intravascular guiding catheter
INFUSION CATHETER EXCELSIOR SL-10,Intravascular microflow catheter
ASAHI STRIDE MICRO CATHETER,Intravascular microflow catheter
SPIDER FX EMBOLIC PROTECTION DEVICE NITINOL PLATINUM TUNGSTEN EV3 INC ,Embolization protective system
" ELIMINATE ASPIRATION CATHETER POLYAMIDE ELASTOMER TERUMO CLINICAL SUPPLY CO., LTD ",Embolectomy thrombectomy suction catheter
VANTEX CVC DOUBLE 16Fr,Central venous catheter
" REVOLUTION DOUBLE LUMEN CVC DOUBLE POLYURETHANE, BARIUM SULFATE,NOVARON AG IN SUNG ",Central venous catheter
" BIOLINE DOUBLE POLYURETHANE, BARIUM SULFATE, SILVER COMPOUND E-WHA BIOMEDICS ",Central venous catheter
SPECTRUM GLIDE CVC DOUBLE,Central venous catheter
GARD BLUE DOUBLE CVC 16cm ,Central venous catheter
TRU-WAVE DPT KIT SINGLE,Invasive blood pressure monitor
GABARITH TESTED KIT TRANSDUCER TYPE SINGLE - BECTON DICKINSON CRITICAL CARE SYSTEMS ,Invasive blood pressure monitoring tubing set
TRANSPAC SINGLE PVC ICU MEDICAL ,Invasive blood pressure monitoring tubing set
DIAGNOSTIC ELECTRODE CATHETER ALL SIZE," Electrophysiology cardiac catheter, single-use "
FIXED CURVE ELECTROPHYSIOLOGY CATHETER," Electrophysiology cardiac catheter, single-use "
STEERABLE ELECTROPHYSIOLOGY CATHETER," Electrophysiology cardiac catheter, single-use "
EP STAR FIX NOGAMI CURVE 11 20 45761958,Device
EPT Ablation catheter," Cardiac mapping radio-frequency ablation catheter, single-use "
LIVEWIRE T.C ABLATION CATHETER," Cardiac mapping radio-frequency ablation catheter, single-use "
" CELSIUS BI-DIRECTIONAL DEFLECTABLE ABLATION CATHETER - BIOSENSE WEBSTER,INC ",Cardiac radio-frequency ablation system catheter
EXOSEAL VASCULAR CLOSURE DEVICE POLY GLYCOLIC ACID PGA CORDIS CORPORATION ," Closure device, vascular implantable insertable "
Y-CONNECTOR,Y connector
HEMOSTASIS VALVE,Y connector
 RHV POLYCARBONATE HUBIOMED ,Cardiovascular surgical device
COPILOT BLEEDBACK CONTROL VALVE POLYCARBONATE ABBOTT VASCULAR ," Closure device, vascular implantable insertable "
ADVANCED VENOUS ACCESS TRIPLE LUMEN 9FR,Triple lumen catheter
SHEATH 9FR 16CM TEFLON SCIMED ,Catheter sheath
CHECK-FLO ADULT-ARTERIAL AND VENOUS INTRODUCER 9FR 16CM RADIOPAQUE FEP COOK ,Catheter introducer
PCI introducer,Catheter introducer
INPUT-TS INTRODUCER 9FR 16CM - MEDTRONIC AVE ,Catheter introducer
SUPER SHEATH 9F 16CM BSC ,Catheter sheath
" MINI ACCESS SHEATH DILATOR HDPE MERIT MEDICAL SYSTEMS,INC ",Catheter introducer
FAST-CATH HEMOSTASIS INTRODUCER WITH-LOCK 9FR 16CM - ST.JUDE MEDICAL DAIG DIVISION ," Introducer sheath, guiding, intracardiac electrophysiological, fixed-curve, other than peel-away "
SUPER SHEATH SHORT 16CM,Catheter sheath
SWANGANZ INTRODUCER 8.5FR,Catheter introducer
SHEATH INTRODUCER 6F X 12CM,Catheter introducer
RAAGW INTRODUCER SET HAIR WIRE 9FR 16CM ,Catheter introducer
Radifocus introducer,Catheter introducer
" PERFORMER CHECK-FLO INTRODUCER SET-MICROPUNCTURE RADIAL ARTERY ACCESS HAIR WIRE 9FR 16CM STAINLESS STEEL,TEFLON COATED STAINLESS STEEL COOK INCORPORATED ",Intravascular recanalization blunt-microdissection catheter
AVANTI PLUS TRANSRADIAL SHEATH 9FR 16CM POLYETHYLENE CORDIS ,Intravascular guiding catheter
ACCU-SHEATH INTRODUCER 9FR 25CM,Catheter introducer
TERUMO INTRODUCER LONG SHEATH 9F-25CM,Catheter introducer
SUPER SHEATH 9F BSC ,Catheter sheath
PEEL-AWAY INTRODUCER DI-LOCK,Catheter introducer
PEELABLE INTRODUCER,Catheter introducer
PEEL-AWAY INTRODUCER TEFLON PLAN 1 HEALTH S.R.L ,Catheter introducer
NEOCATH SPLIT POLYURETHANE VYGON GMBH CO.KR ," Bifurcated needle, device "
FLEXOR BALKIN UP OVER CONTRALATERAL INTRODUCER,Catheter introducer
YELLOW SHEATH JCD-200-KOREA,Catheter sheath
SUNGWON INTRODUCER CATHETER P0LYURETHANE SUNGWON MEDICAL ,Catheter introducer
" MICRO STICK INTRODUCER POLYETHYLENE MEDICAL COMPONENTS, INC. DBA-MEDCOMP ",Vascular catheter introduction needle
" 23G VITREOUS CUTTER STAINLESS STEEL MEDICAL INSTRUMENT DEVELOPMENT LABORATORIES, INC ",Vitrectomy system micro-cutting unit
NEFF PECUTANEOUS ACCESS INTRODUCER HIGH DENSITY POLYETHLENE COOK INCOPORATED ," Implantable access total catheter, port reservoir e.g., venous, arterial, epidural, subarachnoid, peritoneal, etc. "
3S-PERCUTANEOUS ACCESS KIT HAIR WIRE ,Catheter sheath
COAXIAL CATHETER PAIR,Catheter introducer
" MINI-STICK COAXIAL DILATOR SET HAIR WIRE HDPE NAVILYST MEDICAL, INC. ",Vascular introducer kit
3S-MICRO INTRODUCER KIT HAIR WIRE ,Catheter introducer
SW SHEATH,Catheter introducer
SWARTZ TRANSSEPTAL GUIDING INTRODUCER PEBAX POLYCARBONATE ST.JUDE MEDICAL ,Transseptal dilator
FAST-CATH TRIO HEMOSTASIS INTRODUCER 16CM POLYCARBONATE PVC SILICONE ST.JUDE MEDICAL ,Hemostasis valve obturator
MCNAMARA INTRODUCER SET,Catheter introducer
TAXUS EXPRESS STENT,Drug-eluting coronary artery stent
XIENCE V EVEROLIMUS ELUTING CORONARY STENT SYSTEM,Drug-eluting coronary artery stent
PICO ELITE STENT,Drug-eluting coronary artery stent
DXR DRUG ELUTING CORONARY STENT SYSTEM,Drug-eluting coronary artery stent
BIOMATRIX BIOLIMUS A9 ELUTING CORONARY STENT SYSTE,Drug-eluting coronary artery stent
ORSIRO,Drug-eluting coronary artery stent
ENDEAVOR RESOLUTE CORONARY STENT,Drug-eluting coronary artery stent
XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT SYS,Drug-eluting coronary artery stent
RESOLUTE INTEGRITY,Drug-eluting coronary artery stent
CYPHER SELECT PLUS SIROLIMUS ELUTING CORONARY STENT SIROLIMUS STAINLESS STEEL PEVA PBMA CORDIS EUROPA N.V. ,Drug-eluting coronary artery stent
NOBORI TM DRUG ELUTING CORONARY STENT,Drug-eluting coronary artery stent
PROMUS PREMIER STENT SYSTEM EVEROLIMUS PTCR ALLOY BOSTON SCIENTIFIC CORPORATION ,Drug-eluting coronary artery stent
BASKET FOR LITHOTRIPTOR 03-31-37-04 TWVI 4A-70 ,Stone retrieval basket
" STONE EXTRACTOR NITINOL TFE COOK UROLOGICAL,INC "," Urinary stone retrieval basket, single-use "
STONE EXTRACTOR BASKET S-S GOLD COATING GIP ,Stone retrieval basket
MEMORY STONE BASKET 5FR COOK ,Stone retrieval basket
MARFLOW TITANIUM STONE BASKET TITANIUM MHM HARZBECHER MEDIZINTECHNIK GMBH ," Urinary stone retrieval basket, single-use "
SUR-CATCH NT STONE BASKET NITINOL ACMI CORP. ,Stone retrieval basket
SOF-FLEX URE. DOUBLE PIGTAIL STENT 8F 28CM,Ureteric stent
FLURO - 4 STENT SILICONE BARD UROLOGICAL ,Ureteric stent
PERCUFLEX STENT EVA BISMUTH SUBCARBONATE BOSTON SCIENTIFIC CORPORATION ,Ureteric stent
" BARD INLAY OPTIMA URETERAL STENT PELLETHANE C.R BARD,INC. BARD UROLOGICAL DIVISION ",Ureteric stent
POLARIS URETERAL STENT 8FR 28CM,Ureteric stent
PERCUFLEX AMSTERDAM BILIARY STENT,Biliary stent
GIP STENT,Intestinal stent
ZIMMON BILIARY STENT ZSO-7-7 ERCP,Biliary stent
ZIMMON BILIARY STENT RADIOPAQUE POLYETHYLENE COOK IRELAND LIMITED ,Biliary stent
GEENEN PANCREATIC STENT SET GEPD-7-7,Pancreatic stent
HANARO BILIARY SPIRAL STENT STAINLESS STEEL M.I.TECH ,Biliary stent
NITI-S BILIARY STENT MEMBRANE 10MM 8CM 200CM,Bare-metal biliary stent
BONASTENT FOR BILIARY,Bare-metal biliary stent
NITI-S ESOPHAGEAL STENT 18MM 8CM,Bare-metal esophageal stent
PYLORIC STENT 8CM UNCOVER,Bare metal stent
MAC STENT CORONARY STENT-PREMOUNTED ,Coronary artery stent
EXPRESS MONORAIL CORONARY STENT SYSTEM STAINLESS STEEL BOSTON SCIENTIFIC IRELAND ,Coronary artery stent
ARTHOS STENT STAINLESS STEEL AMG GMBH ,Coronary artery stent
ZILVER VASCULAR STENT,Vascular stent
WALLSTENT ENDOPROSTHESIS WITH UNISTEP PLUS COBALT-CHROMIUM-NICKEL-MO.LIBEIENUM-IRON BOSTON SCIENTIFIC ,Venous stent
PROTEGE EVERFLEX SELF-EXPANDING PERIPHERAL STENT NITINOL EV3 INC ,Self-expanding stent
" PRECISE RX NITINOL STENT NICKEL TITANIUM ALLOY CORDIS CORPORATION,CORDIS DE MEXICO,S.A.DE C.V. ",Bare-metal carotid artery stent
ENTERPRISE VASCULAR RECONSTRUCTION DEVICE,Vascular stent
VISIGLIDE NITINOL OLYMPUS MEDICAL SYSTEMS CORPORATION ," Endotherapy guidewire, single-use "
ANAPORT STAINLESS STEEL E-WHA BIOMEDICS ,Subcutaneous injection infusion port needle
SURECAN STAINLESS STEEL B.BRAUN MEDICAL ,Subcutaneous injection infusion port needle
CHEMO NEEDLE SET- 22G,Subcutaneous injection infusion port needle
RESOLUTE ONYX STENT COBALT-CHROMIUM ALLOY ZOTAROLIMUS MEDTRONIC INC. ,Drug-eluting coronary artery stent
" SYNERGY STENT SYSTEM EVEROLIMUS , PTCR ALLOY BOSTON SCIENTIFIC IRELAND LTD. ",Drug-eluting coronary artery stent
XIENCE ALPINE EVEROLIMUS ELUTING CONRONARY STENT SYSTEM COCR ALLOY EVEROLIMUS ABBOTT VASCULAR ,Drug-eluting coronary artery stent
" HANARO BILIARY SPIRAL STENT RADIOPAQUE TEFLON, STAINLESS STEEL M.I.TECH ",Biliary stent
ELECTRODE E.C.G SE-00-S INFANT,Electrode
SKIN TACT LEONHARD LANG ," Electrocardiographic electrode, single-use "
ELECTRODE GRAFIC CONTROL ,Electrode
RED -DOT 3M ,Insulation bandage
HEARTRODE ECG ELECTRODE - HUREV ," Electrocardiographic electrode, single-use "
Pacing Patch Quick Combo ,Defibrillator electrode
DISPOSABLE PAD 2 PACK - NIHON KOHDEN TOMIOKA CORPORATION ,Disposable bed pad
DISPOSABLE DEFIBRILLATOR ELECTRODE - KENDALL A DIVISION OF TYCO HEALTHCARE GROUP LP ,Defibrillator electrode
BATTERY 1.5V ,Electrical battery
VIDEO TAPE 120 ,Video cassette tape
TRU-WAVE DPT KIT DOUBLE,Invasive blood pressure monitor
G-WIRE 032-150-3J diag ,Guide wire
STEEL GUIDE WIRE 35-150-STR,Guide wire
ANGIO GUIDE WIRE JS ,Guide wire
ANGIO GUIDE WIRE,Guide wire
" CRESCENDO GUIDE WIRE 200CM NITINOL, HYDROPHILIC COATING SUNGWON MEDICAL CO.,LTD ",Guide wire
PLIANT STIFF GUIDE WIRE 200CM NITINOL S G BIOTECH ,Catheter guide wire
INQWIRE GUIDE WIRE 200CM ,Guide wire
UNIQUAL ANGIOGRAPHIC GUIDE WIRE-100CM ,Guide wire
STD GUIDE WIRE TSF021-50-STR,Guide wire
ROADRUNNER UNIGLIDE HYDROPHILIC WIRE GUIDE 200CM NITINOL COOK INCORPORATED ,Peripheral vascular guidewire
STANDARD COOK WIRE 200CM ANGIOGRAPHY ,Guide wire
Terumo wire exchange Terumo wire e,Guide wire
" UNIQUAL ANGIOGRAPHIC GUIDE WIRE 200CM NI-TI ALLOY,HYDROPHILIC COATING ASAHI INTECC CO.,LTD ",Intravascular hemodynamic monitoring system guidewire
GUIDE WIRE PLATINUM TIP HAIR WIRE STAINLESS STEEL MEDI-TECH ,Peripheral vascular guidewire
WIRE HAIR,Guide wire
MICROPUNCTURE WIRE GUIDE COOK ,Guide wire
SLIM WIRE SILVER TUNGSTEM NICKEL A A M.D ,Guide wire
MICRO WIRE PTFE A A M.D ,Peripheral vascular guidewire
