source_code_description,concept_name
CEMEX SYSTEM GENTA FAST 40G 40G SYRINGE TYPE POLYMETHYLMETHACRYLATE TECRES S.P.A ,Orthopedic cement preparation delivery kit
ATLANTIS ANT. CERVICAL SCREW ," Spinal bone screw, non-bioabsorbable "
MAXIMA SCREW TITANIUM ALLOY U I ,Bone-screw internal spinal fixation system
MACS TL PLATE WITH CLAMPING ELEMENT FOR TWIN SCREW TITANIUM ALLOY AESCULAP ,Bone-screw internal spinal fixation system
MACS TL TWIN SCREW -POLYAXIAL SCREW SET TITANIUM ALLOY AESCULAP ,Bone-screw internal spinal fixation system
DIAPASON UNION ROD TITANIUM STRYKER SPINE ,Interspinous spinal fixation implant
TY-RA ROD-120MM ,Rod fixation system
Gold Pedicle Rod 120 ,Rod fixation system
TSRH ROD 120MM ,Rod fixation system
CD HORIZON SMOOTH RODS 121MM ,Rod fixation system
GLOBAL SPINAL FIXATION SYSTEM ROD TITANIUM U I ,Interspinous spinal fixation implant
MEGA SPINE ROD TITANIUM 6AL-4V ELI AIIOY B.K MEDITECH ,Rod fixation system
DIAPASON SCREW SET : ,Bone-screw internal spinal fixation system
DYNA-SPINE SCREW SYSTEM TITANIUM BK MEDITECH ,Bone-screw internal spinal fixation system
MEGA SPINE SCREW SET ,Bone-screw internal spinal fixation system
SCS SPINAL CLIP SYSTEM SCREW SET TITANIUM ALLOY SURGIVIEW-ETS SPINENETWORK ,Bone-screw internal spinal fixation system
ULC SCREW SET TITANIUM OTIS BIOTECH ,Bone-screw internal spinal fixation system
GOLD PEDICLE SYSTEM SCREW SET GS ,Bone-screw internal spinal fixation system
TRS SPINE SCREW SET Ti-6AI-4V Alloy SINWOOSANGI ,Bone-screw internal spinal fixation system
SEXTANT MULTI-AXIAL SCREW SET,Bone-screw internal spinal fixation system
VARIAN SPINAL SYSTEM SCREW SET ,Bone-screw internal spinal fixation system
TSRH SCREW SET,Bone-screw internal spinal fixation system
GLOBAL SPINE SCREW SET WITH LOCKING DEVICE ,Bone-screw internal spinal fixation system
APIS TLFS PEDICLE SCREW SYSTEM TITANIUM ALLOY TDM ,Trans-facet-screw internal spinal fixation system
PRIMA OCT SYSTEM ROD TITANIUM 6AL-4V ELI ALLOY U I ,Interspinous spinal fixation implant
" VERTEX RECONSTRUCTION SYSTEM - SCREW SET TITANIUM ALLOY WARSAW ORTHOPEDIC, INC ",Bone-screw internal spinal fixation system
PEEK CAGE O.I.C ,Spinal cage
O.I.C OGIVAL INTERBODT CAGE 12mm 25mmX12mmX16MM ,Spinal cage
FIDJI Posterior Cage,Spinal cage
CAPSTONE 22 26MM cage,Spinal cage
POPLOK 4.5mm anchor ,Ligament anchor
ANYPLUS PLIF PEEK CAGE PEEK GS MEDICAL ,Spinal cage
CESPACE PEEK PEEK OPTIMA TANTALUM AESCULAP AG CO.KG ,Spinal cage
FIDJI CERVICAL CAGE,Spinal cage
" FASTAKSCREW SUTURE ANCHOR W 2 FIBERWIRE :TITANIUM, POLYESTER UHMWPE ULTRA HIGH MOLECULAR POLYETHYLENE ARTHREX, INC ",Surgical binding material anchor
CESPACE CERVICAL IMPLANT TITANIUM ALLOY PLASMAPORE COATING PURE TITANIUM AESCULAP AG CO.KG ,Titanium cage
" FIXONE BIOCOMPOSITE ANCHOR PLGA -TCP AJU PHARM CO., LTD. "," Soft-tissue anchor, bioabsorbable "
ESS ASSISTANT TOOL KIT,Vertebral body cement cannula
BIO-FASTAK SUTURE ANCHOR POLY L-LACTIDE ACID ARTHREX ,Anchor screw for opposing bone-to-bone or soft tissue-to-bone implantable 
KYPHX BONE FILLER DEVICE F04B INTRODUCER TOOL KIT,Intraosseous infusion kit
" BIOCORKSCREW FT SUTURE ANCHOR W FIBERWIRE PLA UHMWPE ARTHREX, INC ",Anchor screw for opposing bone-to-bone or soft tissue-to-bone implantable 
PCD SYSTEM,Intraosseous infusion kit
 TYPHOON ,Balloon dilatation catheter
GUARDIAN THERMOPLASTIC POLYURETHANE BM KOREA ,Kyphoplasty balloon catheter
KYPHX INFLATABLE BONE TAMP POLYURETHANE KYPHON INC ,Inflatable bone tamp
" KYPHX BONE FILLER DEVICE F04B INTRODUCER TOOL KIT STAINLESSSTEEL MEDTRONIC SOFAMOR DANEK USA,INC ",Balloon kyphoplasty kit
Exxcel Vascular Graft-Standard Wall 6 70," Vascular graft material, synthetic, implant "
PCD SYSTEM STAINLESS STEEL TAEYEON MEDICAL ,Orthopedic cement dispenser
GORE-TEX STANDARD WALL 7MM X 40CM," Vascular graft material, synthetic, implant "
GORE-TEX WALL 6MM X 70CM 35CM- ," Vascular graft material, synthetic, implant "
VASCULAR GORE-TEX STRETCH GRAFT," Vascular graft material, synthetic, implant "
VASCULAR GORE-TEX TAPERED GRAFT TAPERED 70CM POLYTETRA FLUOROETHYLENE W.L. GORE ," Vascular graft material, synthetic, implant "
GUARDIAN THERMOPLASTIC POLYURETHANE BM KOREA ,Kyphoplasty balloon catheter
 TEFLON FELT 4 X 4 TEFLON BARD ,Adhesive felt
BARD LOW POROSITY 7829,Dacron patch
VASCULAR HEMASHIELD MICROVEL STRAIGHT TUBES STRAIGHT25CM-30CM POLYESTER MAQUET CARDIOVASCULAR LLC ," Vascular graft material, synthetic, implant "
VASCU-GUARD BOVINE PERICARDIUM SYNOVIS SURGICAL INNOVATIONS ," Graft, vascular "
PROCEED SURGICAL MESH 15 20 ,Surgical mesh
PERICARDIAL MEMBRANE PTFE W.L. GORE ,Artificial membrane
SOFT TISSUE PATCH 10cmX15cmX2mm PTFE W.L.GORE ,Artificial membrane
VENOUS CANNULA 38FR,Venous cannula
RIGID SADDLE RING TITANIUM DOUBLE VELOUR POLYESTER ST.JUDE MEDICAL ,Mitral tricuspid annuloplasty ring
VENOUS CANNULA 2-STAGE TR3646,Venous cannula
AORTIC ROOT CATHETER ATC-014-LV,Cardioplegia cannula
" IMA Cannula 31002,31003 ",Cardioplegia cannula
Aortic P. Cannula 18-24G,Arterial cannula
cardioplegia w vent cath.,Aorta cannula
Retrograde Cardioplegia Cath,Cardioplegia cannula
PULMONARY ARTERY VENT PVC RMI ,Pulmonary artery catheter
AORTIC ARCH HI-FLEX CANNULA ARS 24FR,Arterial cannula
VENT. CANNULA 13Fr.,Cardiovascular cannula
DLP FEMORAL ARTERIAL CANNULAE," Cardiopulmonary bypass cannula, femoral "
" FEM-FLEX II FEMORAL CANNULA ARTERY POLYURETHANE WIRE REINFORCED EDWARDS LIFESCIENCES RESEARCH MEDICAL, INC. ",Femoral artery vein catheter
RMI Cardioplegia Kit RMI-001 ,Cardioplegia solution administration kit
CARDIOPLEGIA SET Y-ADAPTER CDS-006,Cardioplegia solution administration adaptor
CAPIOX EBS VENOUS CANNULA VEIN POLYESTER ELASTOMER TERUMO CORPORATION ,Venous cannula
FEMORAL ARTERIAL CANNULAE FEM-II-020-A," Cardiopulmonary bypass cannula, femoral "
MYOTHERM XP - MEDTRONIC AVE ," Cardiopulmonary bypass system filter, blood cardioplegia solution "
BLOOD CARDIOPLEDGIC SOLUTION DELIVERY SET ALUMINUM COIL SORIN BIOMEDICAL ," Cardiopulmonary bypass system filter, blood cardioplegia solution "
BCD SYSTEM LOW PRIME,Cardioplegia solution administration kit
OXYGENATOR ,Membrane oxygenator
MEMBRANE OXYGENATOR,Membrane oxygenator
AFFINITY NT OXYGENATOR,Oxygenator
TRILLIUM BIOSURFACE AFFINITY NT OXYGENATOR POLYPROPYLENE STAINLESS STEEL TRILLIUM HEPARIN MEDTRONIC PERFUSION SYSTEMS ,Oxygenator
CARDIOPLEGIA DELIVERY SET - LEADERS MEDICAL ," Cardiopulmonary bypass system filter, blood cardioplegia solution "
MEMBRANE OXYGENATOR POLYURETHANE EDWARDS LIFESCIENCES ,Membrane oxygenator
CUSTOM TUBING PACK PVC SCIENCITY ,Cardiopulmonary bypass system tubing set
CUSTOM TUBING PACK PVC HANMI MEDITECH ,Cardiopulmonary bypass system tubing set
PERICARDIAL SUMP DLP ,Heart ventricle cannula
HEMOFILTER HEMOCONCENTRATOR D571,Hemofilter
HEMOCONCENTRATOR JUNIOR,Hemoconcentrator
" OCTOPUS TISSUE STABILIZATION SYSTEM - MEDTRONIC, INC. ",Cardiovascular surgical device
TEMPORARY CARDIAC PACING WIRE 3-0 FEP15,Temporary cardiac pacing catheter
VENTRICULAR CAPSURE LEAD 4074-58 5076-58,Cardiac pacemaker lead
CAPSUREFIX MRI LEAD POLYURETHANE MEDTRONIC INC ,Cardiac pacemaker lead
Lyoplant 6 14,Dural substitute
SETROX S SILICON BIOTRONIK SE CO.KG ,Cardiac pacemaker lead
DURAFORM DURAL GRAFT IMPLANT-2.5 7.5,Dural substitute
SURGISIS DURAL GRAFT 7 20,Dural substitute
" IMPLANTABLE CARDIAC PACING LEAD 1642T, 1646T SILICONE ST.JUDE MEDICA CARDIAC RHYTHM MANAGEMENT DIVISION ",Cardiac pacemaker lead
NEURO PATCH 6CM X 8CM,Dural substitute
NEURO PATCH 6CM X 14CM,Dural substitute
NEURO PATCH,Dural substitute
YASAGIL STAND ANEURYSM CLIP PERMAN FT613T,Aneurysm clip
VENTRICULAR CATHETER STANDARD 41101,Ventricular intracranial catheter
Sugita Titanium Clip NO.1-73,Aneurysm clip
BACTISEAL ANTIMICROBIAL IMPREGNATED VENTRICULAR CATHETER SILICONE BARIUM SULFATE CLINDAMYCIN HYDROCHLORIDE RIFAMPICIN MEDOS SARL ,Ventricular intracranial catheter
ANEURYSM CLIP SUGITA MINI TITANIUM MIZUHO ,Aneurysm clip
SHUNT CONNECTER STR.45103,Cerebrospinal fluid shunt connector
SHUNT CONNECTER 3-WAY 45105,Cerebrospinal fluid shunt connector
OMMAYA RESERVOIR NL850-1214,Ommaya reservoir
SHUNT ACCU-FLO BARIUM DISTAL SLIT VALVE CATHETER SILICONE CODMAN ,Hydrocephalic shunt catheter
SHUNT ACCU-FLO RESERVOIR BURR HOLE SILICONE CODMAN ,Cerebrospinal fluid reservoir
SHUNT ACCU-FLO CONNECTOR STRAIGHT PLASTIC CODMAN ,Cerebrospinal fluid shunt connector
STANDARD VALVE SET SILICONE MEDTRONIC NEUROSURGERY ,Cerebrospinal fluid shunt valve
PROGRAMMABLE VALVE SYSTEM STRAIGHT CONNECTOR PLASTIC CODMAN ,Cerebrospinal fluid shunt connector
PROGRAMMABLE VALVE SYSTEM PROGRAMMABLE VALVE PLASTIC SILICON METAL CODMAN ,Cerebrospinal fluid shunt valve
STRATA VALVE NSC SMALL 42355,Cerebrospinal fluid shunt valve programmer
PROGAV WITH GRAVITATIONAL UNIT,Cerebrospinal fluid shunt valve programmer
VENTRICULAR DRAINAGE 765-4N,Ventricular intracranial catheter
DRAINAGE BAG 403-A SILICONE PVC YU-SHIN ,Drainage bag
" EVD Ventricular Catheter 760-3N,4N,5N,6N ",Ventricular intracranial catheter
E.V.D CATHETER ICH 13.5FR,Ventricular intracranial catheter
EVD BAG SILICONE RUBBER FUJI ,Drainage bag
E.V.D CATHETER 9FR ,Ventricular intracranial catheter
E.V.D Package 775N," Cerebrospinal fluid drainage kit, ventricular "
EVD LINE SILICONE RUBBER FUJI ,Cerebrospinal fluid shunt tubing
CRANOFIX FF101T 16MM," Craniofacial fixation plate, bioabsorbable "
CRANIOFIX 20MM,Cranial bone flap fixation clamp
SPEEDYFLAP 16MM TITANIUM ALLOY JAEIL MEDICAL CORPORATION ,Cranial bone flap fixation clamp
" FLAPFIX 13MM, 18MM PURE TITANIUM SYNTHES GMBH ",Cranial bone flap fixation clamp
CRANIOPLASTY KIT 43-1050,Cranioplasty sheet
NEUROCLIP CRANIAL FIXATION SYSTEM CLIP 1 SCREW 1 TITANIUM ALLOY STRYKER LEIBINGER ,Cranial bone flap fixation clamp
" NEURO GAP PLATE SMALL TITANIUM ALLOY BIOMET MICROFIXATION, INC. "," Craniofacial fixation plate, non-bioabsorbable "
" NEURO PLATE STRAIGHT 2H LONG TITANIUM ALLOY BIOMET MICROFIXATION, INC. "," Craniofacial fixation plate, non-bioabsorbable "
CRANOFIX FF100T 11MM," Craniofacial fixation plate, bioabsorbable "
MID SCREW FOR NS," Craniofacial bone screw, non-bioabsorbable "
BURR HOLE COVER 1.6 24MM,Cranial bur hole cover
TEMPORAL MESH PLATE 1.6 CONTOURABLE PURE TITANIUM SYNTHES GMBH ," Craniofacial fixation plate, bioabsorbable "
BURR HOLE COVER1.6 SHUNT DRAIN BURR HOLE PURE TITANIUM SYNTHES GMBH ,Cranial bur hole cover
SELF-DRILLING SCREW 1.5MM TITANIUM ALLOY STRYKER LEIBINGER GMBH CO.KG ,Bone screw
MID PLATE FOR NS DOUBLE Y SHAPE," Craniofacial fixation plate, non-bioabsorbable "
MID PLATE FOR NS STRAIGHT 6H ," Craniofacial fixation plate, non-bioabsorbable "
NEURO MID PLATE STRAIGHT 6H UNALLOYED TITANIUM OSTEOMED L.P. ," Craniofacial fixation plate, non-bioabsorbable "
SILICONE SPONGE,Silicone implant
Encircling Band Sponge 5.5 7.5mm,Silicone implant
CRANIOFIX ABSORBABLE," Craniofacial fixation plate, bioabsorbable "
SILICONE BAND SILICONE MIRA ,Retinal detachment implant
SILICONE TIRE SILICONE MIRA ,Retinal detachment implant
SILICONE SLEEVE SILICONE MIRA ,Retinal detachment implant
SOLETRA NEUROSTIMULATOR-PULSE GNERATOR," Implantable neurostimulator, pulse generator, any type "
CANALICULUS INTUBATION SET 85-90450,Lacrimal intubation set
LACRIMAL INTUBATION 585126,Lacrimal intubation set
Bika,Lacrimal intubation set
LACRIMAL INTUBATION SET SILICONE TUBE STAINLESS STEEL PROBE BEAVER-VISITEC INTERNATIONAL INC. ,Silicone tubing for nasolacrimal intubation
SILICONE OIL 5000 CENTIPOISE 10ML SYR LS5000,Silicone oil
AHMED GLAUCOMA VALVE IMPLANT FP8- ,Valved ophthalmic drainage device
 CTR PMMA LUCID KOREA ,Capsular tension ring
" ULTRAVIT 5000CPM VITRECTOMY PROBE STAINLESS STEEL ALCON LABORATORIES, INC. ",Vitrectomy system handpiece tip
ARCALINE 5CC PERFLUORODECALIN ARCADOPHTA ," Retinal tamponade device, silicone oil "
" CT 53N POLYHYDROXYMETHYL-METHACRYLATE CROSSLINKED EGDMA,25 WATER CONTENT UV ABSORBER CARL ZEISS MEDITEC AG ",Intraocular lens implant
" HYDROVIEW H55S,H60M PMMA BAUSCH LOMB SURGICAL ",Intraocular lens implant
" SENSAR SOFT ACRYLIC IOL AR40E SOFT ACRYLIC AMO Puerto Rico Manufacturing, Inc. ",Intraocular lens implant
" TEKLENS MODEL 872Y,820Y HYDROPHILIC TEKIA INC ",Intraocular lens implant
" CRISTAL, CLARE COPOLYMER OF 2-HYDROXYETHYL METHACRYLATE CRISTALENS INDUSTRIE ",Intraocular lens implant
BIOVUE PAL,Intraocular lens implant
HOYA-PS AF-1 UY INTRAOCULAR LENS PY-60AD PHENYLETHYL METHACRYLATE N-BUTYLACRYLATE HOYA CORPORATION ,Intraocular lens implant
UNIVERSAL NASAL PACKING - JHON WEISS SON ,Wound packing material
VISCO NASAL PACKING,Packing material
" ABSORBENT NASAL PACKING POLYVINYL ALCOHOL PVA SUMMIT MEDICAL, INC ",Wound packing material
" HTAD POLYISOBUTYLENE,PTEF HOLLISTER INCORPORATED ",Catheter stabilization device
MIC GASTROSTOMY FEEDING TUBE SILICONE KIMBERLY-CLARK ,Gastrointestinal ostomy tube
INJECTRA POLYETHYLENE MEDI-GLOBE GMBH ,Sclerotherapy endotherapy needle
" SCLEROSING-NEEDLE STAINLESS STEEL, PTFE MTW-ENDOSKOPIE W. HAAG KG ",Sclerotherapy endotherapy needle
CONTOUR EMBOLI. 500-710,Embolization particulate
CONTOUR SE MICROSPHERES,Embolization microsphere particulate
Vortx Coil all size,Embolization coil
MICRO NESTER EMBOLIZATION COIL,Embolization coil
AMPLATZER SEPTAL OCCULDER NITINOL AGA MEDICAL CORPORATION ,Cardiac septum prosthesis
AMPLATZER SIZING2 BALLOON CATHETER POLYURETHANE AGA MEDICAL CORPORATION ,Cardiac balloon catheter
HEPASPHERE SODIUM ACRYLATE-VINYL ALCOHOL BIOSPHERE MEDICAL S.A ,Chemotherapeutic agent embolization particle
TEFLON CATHETER T-9.0-65-45-M-NS-TJC," Angiographic catheter, single-use "
SITESEER ANGIOGRAPHY CATHETER PEBAX MEDTRONIC ," Angiographic catheter, single-use "
PIGTAIL CURVED CORDIS 5Fr.," Angiographic catheter, single-use "
ANGIOGRAPHIC CATHETER GOODMAN ," Angiographic catheter, single-use "
ANGIO CATHETER RF GLIDE CATH TERUMO CORPORATION ," Angiographic catheter, single-use "
BERMAN CATHETER ARROW," Angiographic catheter, single-use "
BALLOON THERMODILUTION CATHETER ARROW ," Pulmonary artery catheter, thermal dilution "
SWANGANZ CATHETER 7FR," Swan-Ganz catheter, device "
OPTIQ CCO SVO2 CATHETER PVC ICU MEDICAL ,Arterial pressure cardiac output oximetry monitor
Swan-Ganz CCOmbo SV02 Catheter,Pulmonary artery catheter
ESOPHAGEAL RIGIFLEX BALLOON DILATATION CATHETER SILICONE BOSTON SCIENTIFIC CORPORATION ,Esophageal balloon catheter
ENBD LIQUARY SET ENBD-7-LIQ,Drainage biliary catheter
NASO BILIARY DRAINAGE CATHETER MTW ,Nasobiliary tube
VTC NEPHROSTOMY CATHETER 8.0-38-25-PIG," Catheter, drainage "
PTBD CATHETER 8.5FR ULT-8.5-38-25-P-6S-MSL," Catheter, drainage "
Drainage catheter ," Catheter, drainage "
M-YOUNG DRAINAGE CATH," Catheter, drainage "
" STERLING MONORAIL BALLOON DILATATION CATHETER SMALL 2-5 MM PEBAX, NYLON BOSTON SCIENTIFIC CORPORATION ",Coronary angioplasty balloon catheter
EVERCROSS PTA BALLOON CATH S 2-5MM ,Balloon dilatation catheter
MUSTANG BALLOON DILATATION CATHETER SMALL 2-5 MM PEBAX BOSTON SCIENTIFIC CORPORATION ,Peripheral angioplasty balloon catheter
BLUE-MAX BALLOON CATH MIDDLE 6-12MM ,Balloon dilatation catheter
CONQUEST PTA BALLOON CATH MIDDLE 6-12MM ,Angioplasty balloon catheter
ULTRA SOFT SV PTA BALLOON CATH 6-12MM ,Balloon dilatation catheter
REEF HP PTA BALLOON CATH M 6-12MM ,Balloon dilatation catheter
" POWERFLEX P3 PTA BALLOON DILATATION CATHETER MIDDLE 6-12MM NYLON 12 CORDIS EUROPA N.V., A JOHNSON JOHNSON COMPANY ",Peripheral angioplasty balloon catheter
XXL BALLOON DILATATION CATH 14.0MM X 2CM,Balloon dilatation catheter
PERIPHERAL CUTTING BALLOON CATH,Cutting balloon angioplasty device
MUSTANG BALLOON DILATATION CATHETER MIDDLE 6-12 M,Balloon dilatation catheter
SEQUENT PLEASE," Iliac artery stent, bare-metal "
X1S PTCA BALLOON CATHETER PET MEDTRONIC ,Coronary angioplasty balloon catheter
SEQUENT PTCA BALLOON CATHETER,Coronary angioplasty balloon catheter
TREK RX CORONARY DILATATION CATHETER,Coronary angioplasty balloon catheter
APOLLO CORONARY DILATATION CATHETER,Coronary angioplasty balloon catheter
TKR NEXGEN PATELLA ,Patella prosthesis
" ALCON IOL MZ60BD, MZ30BD, CZ70BD, LX10BD PMMA ALCON ",Intraocular lens implant
" IOL BV359,EZE60,EZE55,EZE65,P359UV PMMA BAUSCH LOMB SURGICAL ",Intraocular lens implant
I.O.L ACRYSOF MA60BM,Intraocular lens implant
I.O.L ,Intraocular lens implant
BIOVUE3,Intraocular lens implant
AKREOS FIT MMA HEMA BAUSH-LOMB CHAUVIN-OPSIA ,Intraocular lens implant
HOYA-PS AF-1 UV INTRAOCULAR LENS PC-60AD,Intraocular lens implant
IOL AKREOS ADAPT AO,Intraocular lens implant
TECNIS PRELOADED ASPHERIC IOL-PCB00,Intraocular lens implant
I.O.L ENVISTA MX60,Intraocular lens implant
HOYA ISERT 250 PEMA BA BRM HOYA CORPORATION ,Intraocular lens implant
OSSICULAR RECONSTRUCTION TOTAL 11-56305,Total ossicular replacement prosthesis
DRUM TO STAPES PROP OFF-CENTERED 140051,Partial ossicular replacement prosthesis
NASAL SPLINT AQUAPLAST SPLINT 3 X3 ,External nasal splint
PROVOX VEGA SILICONE ATOS MEDICAL AB ,Prosthetic voice box
CATHETER FIXATION DEVICE - COOK ,Catheter stabilization device
MIC-KEY GASTROSTOMY TUBE 16FR,Gastrostomy tube
" 4,6,10 SHOOTER SAEED MULTI-BAND LIGATOR LATEX WILSON COOK MEDICAL, INC "," Esophageal endotherapy ligator, single-use "
" PNEUMO ACTIVATE EVL DEVICE ISOPRENE RUBBER AKITA SUMITOMO BAKELITE CO., LTD. ",Endotherapy ligator
INJECTAFLOW VARIABLE INJECTION NEEDLES STAINLESS STEEL WILSON-COOK MEDICAL INC. ,Sclerotherapy endotherapy needle
" SCLEROTHERAPY NEEDLE STAINLESS STEEL ANREI MEDICAL HZ CO.,LTD ",Sclerotherapy endotherapy needle
" MARCON-HABER VARICES INJECTORS TEFLON, STAINLESS STEEL WILSON-COOK MEDICAL INC. ",Sclerotherapy endotherapy needle
CLEARCUT O KNIFE STAINLESS STEEL FINEMEDIX ," Endoscopic electrosurgical electrode, monopolar, single-use "
DUAL KNIFE STAINLESS STEEL OLYMPUS MEDICAL SYSTEMS CORPORATION ," Endoscopic electrosurgical electrode, monopolar, single-use "
CLEARCUT I KNIFE STAINLESS STEEL FINEMEDIX ," Endoscopic electrosurgical electrode, monopolar, single-use "
HOOK KNIFE STAINLESS STEEL OLYMPUS MEDICAL SYSTEMS CORPORATION ,Endoscopic mucosal biopsy and resection kit
FLEX KNIFE STAINLESS STEEL OLYMPUS MEDICAL SYSTEMS CORPORATION ," Endoscopic electrosurgical electrode, monopolar, single-use "
EHL PROBE A9408,Electrohydraulic lithotripter probe
EMBOLIZATION COIL HILAL PLATINUM COOK ,Neurovascular embolization coil
GDC GUGLIELMI DETACHABLE COIL ,Neurovascular embolization coil
TRUFILL DCS DETACHABLE COIL SYSTEM,Neurovascular embolization coil
MICROPLEX COMPLEX COIL,Neurovascular embolization coil
" SAPPHIRE NXT DETACHABLE COIL NITINOL FILAMENT PLATINUM ALLOY, NITINOL FILAMENT,CHLOROPARAXYLYLENE POLYMER COATING MICRO THERAPEUTICS, INC ",Neurovascular embolization coil
DELTAPAQ 10 CERECYTE COIL PLATINUM TUNGSTEN MICRUS ENDOVASCULAR CORPORATION ,Neurovascular embolization coil
SUPER TORQUE CATHETER POLYURETHANE CORDIS ," Angiographic catheter, single-use "
TEMPO UNIVERSAL FLUSH CATHETER," Angiographic catheter, single-use "
RF ANGIOGRAPHIC CATHETER POLYAMIDE TERUMO ," Angiographic catheter, single-use "
 PEBAX JUNGSUNG MEDICAL ," Angiographic catheter, single-use "
CRE ESOPHAGEAL DILATATION BALLOON,Esophageal balloon catheter
SONGLIM CATHETER POLYETHYLENE COMPOUND STAINLESS STEEL GOLD PLATE S G BIOTECH ,Gastrointestinal catheter
OCCLUSION BALLOON CATHETER 8.0-20-100,Intravascular occluding catheter
ARROW-TREROTOLA PTD CATHETER SOFT PEBAX POLYURETHANE NICKEL-TITANIUM ARROW ,Embolectomy thrombectomy catheter
PTBD CATHETER ULT-8.5-40-9-32S-BCL,Drainage biliary catheter
PTBD Change Catheter," Catheter, drainage "
ULTRATHANE STRAIGHT DRAIN DRAINAGE CATHETER ULTRATHANE COOK ," Catheter, drainage "
ABSCESS DRAINAGE CATHETER GASTROTOP ANGIOMED ," Catheter, drainage "
THAL-QUICK ABSCESS DRAINAGE CATHETER PVC COOK ," Catheter, drainage "
" NEPHROSTOMY BALLOON SILICONE CATHETER SILICONE BALLOON CREATE MEDIC CO.,LTD. "," Indwelling catheter, foley type, two-way, all silicone, each "
IABP CATHETER KONTRON 9Fr.,Intra-aortic balloon catheter
WEDGE BALLOON CATHETER ARROW,Arterial blood pressure catheter
ADMIRAL XTREME PTA BALLOON CATHETER SMALL 2-5 MM POLYAMIDE 12 INVATEC S.P.A ,Peripheral angioplasty balloon catheter
RIDER PTA BALLOON CATHETER SMALL,Balloon dilatation catheter
ULTRA SOFT SV PTA BALLOON CATH 2-5MM ,Balloon dilatation catheter
CAMINO GUIDING CATHETER,Coronary artery guide catheter
JSM GUIDING CATHETER POLYURETHANE JUNGSUNG MEDICAL ,Coronary artery guide catheter
HEARTRAIL POLYESTEL ELASTOMER STAINLESS STEEL TERUMO ,Coronary artery guide catheter
ENVOY GUIDING CATHETER 5.0F-90CM,Intravascular guiding catheter
INFUSION CATHETER ECHELON 0.014,Intravascular microflow catheter
HEADWAY CATHETER,Intravascular microflow catheter
MICRO FERRET GUIDE WIRE TPMG-16C-135-TC35-FLX12,Intravascular microflow catheter
Renergade Hi-flow,Intravascular microflow catheter
RADIOMATE 150CM POLYETHYLENE PLATINUM IRIDIUM S G BIOTECH ,Antiembolic device
Opti Plast Balloon 7564,Ureteral dilatation catheter
ESCORT BALLOON EXTRACTOR EBL-18-200,Balloon dilatation catheter
TRIPLE LUMEN BALLOON CATHETER,Biliary stone retrieval balloon catheter
C.V.C CATHETER POLYURETHANE SUNG WON MEDICAL ,Central venous catheter
LEADER CATHETER POLYETHYLENE VYGON ,Arterial blood pressure catheter
CVP CATHETER DUO 7F B.BROWN ,Central venous catheter
CVP CATHETER DOUBLE,Central venous catheter
Multi-Med C.V.P Cath. 2Lumen ,Central venous catheter
PRIME-S CVC SET TRIPLE 7FR,Central venous catheter
CVP CATHETER SPECTRUM TRIPLE,Central venous catheter
" REVOLUTION TRIPLE LUMEN CVC TRIPLE POLYURETHANE, BARIUM SULFATE,NOVARON AG IN SUNG ",Central venous catheter
" BIOLINE TRIPLE POLYURETHANE, BARIUM SULFATE, SILVER COMPOUND E-WHA BIOMEDICS ",Central venous catheter
GARD BLUE QUAD-LUMEN CVC 8.5Fr,Central venous catheter
TRU-WAVE DPT KIT TRIPLE,Invasive blood pressure monitor
TRANSPAC TRIPLE PVC ICU MEDICAL ,Invasive blood pressure monitoring tubing set
" FOGARTY ARTERIAL CATHETER 3 7Fr PVC, EDWARDS LIFESCIENCES TECHNOLOGY SARL ",Fogarty catheter
TPN Double Lumen Catheter,Tunneled central venous catheter
BARD HICKMAN CATHETER 9FR DUAL LUMEN,Tunneled central venous catheter
" TAL-PALINDROME DUALUMEN CATHETER KIT DOUBLE LUMEN CARBOTHANE POLYURETHANE ,SILICONE KENDALL, A DIVISION OF TYCOHEALTHCARE GROUP LP ",Double lumen catheter
HEMOSPLIT HEMODIALYSIS CATHETER DOUBLE LUMEN POLYURETHANE BARD ACCESS SYSTEMS ,Hemodialysis catheter
HEMOSTAR,Tunneled central venous catheter
VAXCEL PORT WITH PASV VALVE SINGLE PORT :TITANIUM NAVILYST MEDICAL INC. USA ,Implantable venous access port
VITAL PORT IPS-9112,Central venous catheter
TUNNELER STAINLESS STEEL ACETAL RESIN NAVILYST MEDICAL INC. USA ," Catheter tunneller, single-use "
TUNNELING ROD,Catheter tunneler
" TUNNELER STAINLESS STEEL KENDALL, A DIVISION OF TYCO HEALTHCARE GROUP LP "," Catheter tunneller, single-use "
HUMAN CATHETER SINGLE PUR POLYURETHANE IN SUNG ,Peripherally inserted central catheter
" GROSHONG NXT PICC W GIUDE WIRE DOUBLE SILICONE BARD ACCESS SYSTEMS, INC ",Peripherally inserted central catheter
POWER PICC SL POLYURETHANE BARD REYNOSA S.A. DE C.V. ,Peripherally-inserted central venous catheterization support kit
" TURBO JECT PICC CATHETER SET -SINGLE LUMEN POLYURETHANE HDPE GRAY, STAINLESS STEEL COOK INCORPORATED ",Peripherally inserted central catheter
SILICON PICC CATHETER SILICONE COOK INCORPORATED ,Peripherally inserted central catheter
